G_unit,ref,guid,name
10721805,SE/126500015,231D45E2-88C8-4DAE-93FC-029D1FBC4EAC,"BRANDSTADS KOMMUN"
10721817,SE/250399003,23522635-6AE8-4283-9F14-0230E24D232D,"TORNEÅ FÖGDERI"
10721829,SE/050900006,2360D3E1-49E9-4BE9-8DB4-474A6318322F,"VÄSTRA TOLLSTADS KOMMUN"
10721830,SE/168100033,2361C440-195B-4994-B4EE-4408991F2281,"GILLSTADS KOMMUN"
10721842,SE/098000072,236D3174-6422-43F6-9A40-93BE94467173,"ARDRE KOMMUN"
10721854,SE/351001300,2376D444-C0B7-40D7-B9BE-015102B43741,"SÖDRA ÅSBO HÄRAD"
10721866,SE/012000005,238F2AA3-B295-48BB-B70D-9BF8DD8B054B,"INGARÖ KOMMUN"
10721878,SE/048002999,238F7318-D3B2-4EF5-AE41-8C9051E28C80,"HELGONA FÖRSAMLING"
10721880,SE/121400018,239BF1D6-85D5-49A6-A5B2-B52EC0C4EC39,"ASKS KOMMUN"
10721891,SE/249003300,239FEA88-7077-41AF-A752-4F06496AA86A,"VÄSTBO HÄRAD"
10721908,SE/140000400,23ADE795-C5D0-4721-BAED-76F0D3F094A7,"HANDENS TINGSRÄTT"
10721910,SE/126600008,23B0D3D5-BF9A-419F-8138-52837D907918,"FULLTOFTA KOMMUN"
10721921,SE/005000200,23C6587D-4260-4054-8871-5A80C42078B0,"VÄSTERÅS STIFT"
10721933,SE/078100002,23D71E0E-E7C7-4A25-ACCD-263BDA17217A,"RYSSBY KOMMUN"
10721945,SE/010235200,2405918A-5A67-42EC-91C2-7328A79AD493,"ÖSTERSUNDS KONTRAKT"
10721957,SE/186000003,241010AB-A5F6-48D6-9C83-550F252B88E3,"TIVEDS KOMMUN"
10721969,SE/082100006,24223468-0F91-462C-BB2F-C1D262A8DC90,"FAGERHULTS KOMMUN"
10721970,SE/038000025,242286FB-D840-43D7-A398-2A505539A05F,"JÄRLÅSA KOMMUN"
10721982,SE/138200022,34345A9E-01E9-4441-B6A1-5F12286DAFB1,"VESSIGEBRO KOMMUN"
10721994,SE/128500017,3448C383-6BC3-46B6-9098-504AB217F510,"HAMMARLUNDA KOMMUN"
10722007,SE/168500017,34677E6F-F95E-492F-888A-17315CF8FEF7,"HÅNGSDALA KOMMUN"
10722019,SE/007169201,3483F96C-DB99-4D5A-94B1-3DFE9222C46A,"ÖSTRA KONTRAKT"
10722020,SE/150400006,349502E9-5B52-450D-988F-F31CED929B54,"RÖLANDA KOMMUN"
10722032,SE/141500002,34ABA21F-CF62-426D-94A7-6F5A64B793DD,"NORUMS KOMMUN"
10722044,SE/190499000,34B9A5BE-C6E9-4AC9-A89C-7E6E4B11BB55,"SALA FÖGDERI"
10722056,SE/116600002,34BB1EBF-53EB-48F2-95D1-824C7B0915FD,"VEDBY KOMMUN"
10722068,SE/088100010,34E9A064-E26E-44A5-89A0-E17346CD3838,"ÖRSJÖ KOMMUN"
10722070,SE/236100009,34FDCDB8-5EE1-4815-9C0F-CBC659383F9C,"SVEGS KOMMUN"
10722081,SE/256004300,3502D671-C969-4BCA-B10C-DACA700A193B,"RUNSTENS HÄRAD"
10722093,SE/076500001,350FD30D-FA0C-4158-87F4-FFE0272E7E90,"ÄLMHULTS KÖPING"
10722100,SE/011199000,3522B4D6-D33A-4367-A2A0-5DC3994F8D86,"TÄBY FÖGDERI"
10722111,SE/158200005,352D63C0-305A-47EF-ADA9-761B33BCACA3,"BÄLINGE KOMMUN"
10722123,SE/138000009,352D8E12-0E0C-41A4-ABD6-836AE01FC412,"ELDSBERGA KOMMUN"
10722135,SE/068400008,352EE798-9FA4-4E1A-B9D3-831CBA059564,"HYLLETOFTA KOMMUN"
10722147,SE/244004300,35400AFA-186B-4DD3-9B25-9E12A1BF9277,"ÖSTKINDS HÄRAD"
10722159,SE/100000400,35503DDB-0541-422B-990F-BF7D2032F5E9,"SVEA HOVRÄTT"
10722160,SE/001011200,35577CD5-86DF-4389-9FC1-C8E33EC70A83,"ÖRBYHUS KONTRAKT"
10722172,SE/121400008,355ACB02-F171-4A43-B78C-D243D36E9C9B,"KÅGERÖDS KOMMUN"
10722184,SE/178300006,35651A0F-B8B3-4030-86D1-CC6C0A6006B6,"NORRA RÅDA KOMMUN"
10722196,SE/188200005,35670964-ADB9-4F06-84ED-D2D9EFE502CB,"HAMMARS KOMMUN"
10722202,SE/210499005,35676866-46EB-4BB1-A859-3C7F794272CE,"SÖDERHAMNS STAD"
10722214,SE/056200003,3576E2D2-161E-4856-B454-48D545334CB2,"HÄVLA KOMMUN"
10722226,SE/018100009,3585799A-FD80-44D2-AC94-82BD89ECD395,"JÄRNA KOMMUN"
10722238,SE/250000000,358EB540-57BD-4628-AABA-D3119FF8DBAC,"NORRBOTTENS LÄN"
10722240,SE/050199013,3597DF21-8E4C-40C5-A5F2-B1A7C97240F9,"KINDA OCH YDRE FÖGDERI"
10722251,SE/007153202,35A057B6-F35C-470C-9975-F517F663C593,"OXIE OCH SKYTTS KONTRAKT"
10722263,SE/168300034,35AEB710-E6DA-481F-B4AF-7214A57CCB7E,"BÖJA KOMMUN"
10722275,SE/100035301,35AF8335-7432-4B43-B16D-3F5531C1301F,"BRO VÄTÖ FRÖSÅKER VÄDDÖ HÄVERÖ"
10722287,SE/086000006,35B86A24-D086-41F2-834C-F795B48D7B54,"JÄREDA KOMMUN"
10722299,SE/168100018,35D65FE4-1038-45BD-A098-7C7C401B1891,"SALEBY KOMMUN"
10722305,SE/078000031,35E35472-B66F-4FF4-B87D-F5B31B02AB1A,"ASA KOMMUN"
10722317,SE/188200004,35F47D41-87C1-4831-B2C7-48EA319C46E5,"SNAVLUNDA KOMMUN"
10722329,SE/100013301,35F999C1-C5EF-4B80-838D-50E789B5F389,"ÖSTHAMMARS RÅDHUSRÄTT"
10722330,SE/4030000001002,36173A8D-F4FD-45BC-8C1D-D5D89B3FF029,"NORRA ROSLAGS 2:A BÅTSMANSKOMPANI 03"
10722342,SE/173700009,361DD72C-20C6-4028-912E-7D008E9BB6CF,"SÖDRA FINNSKOGA KOMMUN"
10722354,SE/003062200,362750CA-8DEB-4AE9-ADD4-589B82F5A199,"REDVÄGS KONTRAKT"
10722366,SE/400041302,3629A31E-5A29-4C20-9B64-EF8A136F04E6,"BORÅS RÅDHUSRÄTT"
10722378,SE/120399004,362DB32E-FFDC-46FC-B02F-EBD95E8B8758,"LANDSKRONA STAD"
10722380,SE/457004300,363377F7-8A2A-4134-8DFE-6A072A280D57,"KULLINGS HÄRAD"
10722391,SE/058300017,364750CF-0DD4-496D-88A9-50AB3E08C3C8,"TJÄLLMO KOMMUN"
10722408,SE/004083200,36507DB6-A0B3-46A2-B223-2E6F55C58B8F,"ÖREBRO KONTRAKT"
10722410,SE/088100013,3652F0DF-1E15-49FA-8DCE-C31D28303FBF,"HÄLLEBERGA KOMMUN"
10722421,SE/230900013,365777DE-BA25-4E89-A674-2427840B9171,"ALSENS KOMMUN"
10722433,SE/100299000,365A2E7C-8724-42A1-986A-2FADE8EAAE3D,"RONNEBY FÖGDERI"
10722445,SE/160300008,367FB022-6A5A-4523-B3C3-53784A74C872,"LEKÅSA KOMMUN"
10722457,SE/160300002,36B76FC4-6326-4BC2-B4CA-47E54F6231F1,"FRÄMMESTADS KOMMUN"
10722469,SE/228200001,36B77C31-AE97-41AA-A5E0-EE641C42F3FF,"NORA KOMMUN"
10722470,SE/248003300,36BE3E5D-DB2B-4B34-934C-3B64155F0757,"JÖNKÖPINGS STAD"
10722482,SE/168600018,36C46ACC-CC39-4DF4-AEE8-41B4491D289A,"FRÖKINDS KOMMUN"
10722494,SE/050499002,36CED42F-540D-467F-A978-BB2105CDE227,"FINSPÅNGA LÄNS BRÅBO OCH MEMMINGS FÖGDERI"
10722500,SE/038000043,36DB6D6D-AF3D-465E-969C-5F905335ABA7,"ALMUNGE KOMMUN"
10722512,SE/056200004,3723B427-CD32-4F4E-9045-4E177E4FDA3E,"REGNA KOMMUN"
10722524,SE/188000008,3732C8BA-7FDF-4AA1-B25B-7F6B4B1B91F5,"MOSJÖ KOMMUN"
10722536,SE/098000099,3733F87C-95BD-46D5-8920-EAB08D9E7A98,"FIDE KOMMUN"
10722548,SE/141900004,3738AA4E-667E-4F5C-A723-7A9FEE84EC13,"KLÄDESHOLMENS KOMMUN"
10722550,SE/098000104,3743B376-9E40-4C05-9CDB-276A9C125388,"HOBURGS KOMMUN"
10722561,SE/600015301,3743F91E-C454-42E6-85DB-6E221C2513DD,"NORRBOTTENS NORRA DOMSAGA"
10722573,SE/108001998,374ED5CD-6717-46FC-9EE6-0F28B61AE3DE,"KARLSKRONA TYSKA FÖRSAMLING"
10722585,SE/166000029,375459E5-F318-4C47-9E8E-6C4B54B6CEF5,"NORRA VÅNGA KOMMUN"
10722597,SE/018800025,375DD9B9-06D7-4820-8859-1069F5273370,"VÄTÖ KOMMUN"
10722603,SE/168300018,37780676-A070-4FCE-A4B8-F48B73E85030,"FORSBY KOMMUN"
10722615,SE/156300014,379EB079-A9C0-494C-8424-67B1CE2EB43C,"ÖXNEVALLA KOMMUN"
10722627,SE/265000400,37A8BD12-DF3A-4107-9549-4EFEA85B8D4F,"SKÖVDE TINGSRÄTT"
10722639,SE/128200015,37B11B12-889B-468C-9E48-3BF658F0ADC7,"HÄRSLÖVS KOMMUN"
10722640,SE/086100001,37CC22CD-9C0F-4BE5-850D-AAA5638D5A50,"MÖNSTERÅS KÖPING"
10722652,SE/445007300,37EAB4C6-7E77-406C-B615-E47C5844AA9F,"VARBERGS STAD"
10722664,SE/500013301,37FAA23E-7EAB-46AC-ADB4-0FE607C9E76F,"HUDIKSVALLS RÅDHUSRÄTT"
10722676,SE/152700012,382573E8-BEEE-4A2A-834C-20CB1EEB881C,"ASKLANDA KOMMUN"
10722688,SE/263005300,38296839-E3DF-45A3-94A1-8433AFA20780,"BARNE HÄRAD"
10722690,SE/088100002,38432FE3-58DD-419C-BCAC-70FF688963BE,"ALSTERBRO KOMMUN"
10722706,SE/088300007,384A301C-A1AF-438D-9E84-7B11CC4FAD99,"UKNA KOMMUN"
10722718,SE/158400024,3859CF19-19F8-42C4-AEA0-12FFC15674C7,"GULLEREDS KOMMUN"
10722720,SE/230300002,38643142-0723-456C-91EB-DF1C7B971FEA,"FORS KOMMUN"
10722731,SE/058000018,387040FB-C073-40C4-88B4-15BE28C1B956,"VÄSTERLÖSA KOMMUN"
10722743,SE/244005300,38752BAB-F550-4A6C-BD27-A50461556038,"LÖSINGS HÄRAD"
10722755,SE/088400004,38967606-91F4-4727-A27E-B56D3417B7C4,"RUMSKULLA KOMMUN"
10722767,SE/138300032,38AC51AA-493C-4CDC-AFE7-34FE0DF05C15,"KUNGSÄTERS KOMMUN"
10722779,SE/156200004,38B03C17-1902-4C19-BDD3-77D9E8E307E9,"LÖDÖSE LANDSKOMMUN"
10722780,SE/011262200,38FE9910-4ECB-41B0-B691-275155FE73B8,"JUKKASJÄRVI KONTRAKT"
10722792,SE/300038302,3904E89D-7BA4-4120-BEAA-EA90E2B63585,"RÅDHUSRÄTTEN I LUND"
10722809,SE/126600007,39100EEB-7E87-43EB-B0BA-1D3151EDAE44,"SÖDRA RÖRUMS KOMMUN"
10722810,SE/128300010,391C652F-BF00-4D05-8B4A-20A73480AB55,"KROPPS KOMMUN"
10722822,SE/058100023,393CBF99-416B-40AF-AA6A-FA1E61C2774E,"KUDDBY KOMMUN"
10722834,SE/013281209,398FA863-1E72-4E41-8AF6-AC6A18CB3A9E,"SVARTSJÖ KONTRAKT"
10722846,SE/128000001,399460CD-72EA-42EC-BFE2-E0B7DBE35215,"VÄSTRA SKRÄVLINGE KOMMUN"
10722858,SE/100010303,399C76B4-36FA-47EC-8BDB-A20EA08C0B2E,"MELLERSTA ROSLAGS DOMSAGA"
10722860,SE/126100004,39AFBA24-75E3-4B9C-AD72-7A16BD9928C4,"DÖSJEBRO KOMMUN"
10722871,SE/100048305,39BDE45E-FC83-4299-B6A6-52E5EE221306,"SÖDRA NÄRKE DOMSAGA"
10722883,SE/140000001,39CB4812-090A-464B-B7D7-4FB7AA9046FE,"GÖTEBORGS OCH BOHUS LÄN"
10722895,SE/230500003,39CCF33C-A9FF-4DB0-A2CD-6734C9EA4CCB,"NYHEMS KOMMUN"
10722901,SE/138200018,39F0B658-4B8D-4290-A426-F2F3D9462C39,"ASKOME KOMMUN"
10722913,SE/128100024,39FFF72E-29D0-4DEA-BF1E-406307B19894,"GENARPS KOMMUN"
10722925,SE/198000025,3A213609-ED3B-4AE2-8EC7-B4EF13A9F462,"TILLBERGA KOMMUN"
10722937,SE/038000010,3A45122D-0EA7-42E8-B2E9-080E7A6426D7,"HAGBY KOMMUN"
10722949,SE/168300035,3A5DA23E-6BE8-4A20-824B-43DF0FBD3C15,"TIDANS LANDSKOMMUN"
10722950,SE/076400011,3A6CF0E0-2CFD-4661-B29C-08E9582F3788,"MISTELÅS KOMMUN"
10722962,SE/040199002,3A795709-7780-403D-A1CA-92255046482E,"ESKILSTUNA STAD"
10722974,SE/080299006,3A8190FA-2E4F-4343-AC09-FA51DC754CC5,"KRONOKAMRERAREN I KALMAR"
10722986,SE/156001999,3A8DACE3-32E9-4E63-A86A-5773A3622E4E,"BENGTSFORS FÖRSAMLING"
10722998,SE/188000028,3AC1ABED-2681-4B51-AB12-0829F97AB876,"KRÄCKLINGE KOMMUN"
10723000,SE/256006300,3AD1E827-0348-44A8-8BC2-12A3D8F3FA79,"GRÄSGÅRDS HÄRAD"
10723012,SE/173700002,3AE063E1-CD88-4D49-9A36-DFC71D2D0C30,"FRYKSÄNDE KOMMUN"
10723024,SE/168612999,3AE9D0A8-1248-4C5A-B3D4-70BE98D1F1FD,"SKÄRVUMS FÖRSAMLING"
10723036,SE/048000015,3B18EC7C-7063-4A83-A591-150E3BCD143B,"HALLA KOMMUN"
10723048,SE/168300029,3B2188A5-EBAA-421A-A052-297AF47A2E7F,"SÄTERS KOMMUN"
10723050,SE/068300006,3B313CC4-ABB7-4984-BCFC-DA860C20AEE9,"KÄRDA KOMMUN"
10723061,SE/118000044,3B3C2EE9-FD45-4834-BD78-B39A4DFBB6B0,"TRÄNE KOMMUN"
10723073,SE/186100005,3B4B64CD-6BD4-4712-92B1-3BA8C330BF58,"VIBY KOMMUN"
10723085,SE/188000005,3B54AA6C-8695-4DE2-A971-118687829645,"LÄNGBRO KOMMUN"
10723097,SE/088100005,3B65AAB2-F7DB-4B5E-B698-A40209C284C1,"MADESJÖ KOMMUN"
10723103,SE/168100007,3B660385-551D-4F9D-B91B-4D469360DE6D,"RÅDA KOMMUN"
10723115,SE/203900003,3B7AE0E3-FDAC-4F41-ACE6-D8FE88EA6C58,"IDRE KOMMUN"
10723127,SE/010399004,3B890217-103E-492D-A28D-9AABF33F2C8C,"SOTHOLMS SVARTLÖSA OCH ÖKNEBO FÖGDERI"
10723139,SE/078100020,3B91DAB7-06A7-4169-BBB2-DB7479A1D353,"VRÅ KOMMUN"
10723140,SE/200061301,3BB140B9-9DBF-44E8-8D8B-FD516F10BAD4,KINNEVALDS
10723152,SE/018800012,3BD7DEC1-C3D1-4E13-9B80-F302DE7B3808,"SKEDERIDS KOMMUN"
10723164,SE/168300003,3BEE4E97-0635-496B-B1D6-6BD91E882EEF,"SKÖVDE STAD"
10723176,SE/152100004,3BEE8E54-6166-4E8F-A883-1C261DE31D72,"SKEPPLANDA KOMMUN"
10723188,SE/600002303,446CD7C5-C39F-44A6-90A5-55F28B37EBEF,"VÄSTERBOTTENS NORRA KONTRAKTS"
10723190,SE/158300024,446DF9DE-C29A-4912-8375-29F04840DD1A,"TÖLLSJÖ KOMMUN"
10723206,SE/084000010,448D9265-CBFC-4D20-9ECB-C3AE5EA0C780,"SÖDRA MÖCKLEBY KOMMUN"
10723218,SE/051200004,448E38B2-950D-4B4E-ABF4-19FAC2EC6275,"VÄSTRA RYDS KOMMUN"
10723220,SE/048200015,44A75CFB-911F-4481-9EB8-40D12718E7D5,"VADSBRO KOMMUN"
10723231,SE/178400003,44C62CD4-667F-4F9D-9D6E-B3C60E933B76,"STAVNÄS KOMMUN"
10723243,SE/068600005,44D11B76-163F-4B01-BA53-C3F3D0683096,"HÄSSLEBY KOMMUN"
10723255,SE/138100013,44D94E77-3C2B-451C-AD76-0132D44F681C,"VEINGE KOMMUN"
10723267,SE/400057301,4525731C-B643-4753-BEA7-3B9D5645BDA7,"FÄRNEBO GRUM KARLSTAD NYED"
10723279,SE/170399004,452992C0-1523-4790-8428-5E04674B446B,"ÄLVDALS FÖGDERI"
10723280,SE/048000007,452EDD66-4BCD-4B5E-9AA7-4D106C9F5104,"TUNABERGS KOMMUN"
10723292,SE/168300033,453331CA-B878-4490-869B-51F982DEE43E,"TIMMERSDALA KOMMUN"
10723309,SE/088300016,4538474D-412A-4ABF-9B91-9BDD78AA9A0C,"LOFTA KOMMUN"
10723310,SE/088000014,453E5EF2-226D-48A5-8DA0-8FF01F57E913,"SÖDERMÖRE KOMMUN"
10723322,SE/166100014,454863CC-9249-4B52-B6C0-EDF3B38663DA,"KÄLLBY KOMMUN"
10723334,SE/208000002,455AF208-67E2-4864-A139-1B76FA9BD50B,"FALU STAD"
10723346,SE/106000001,456B4C90-7A96-4530-A794-3A00195B9B68,"KYRKHULTS KOMMUN"
10723358,SE/258100001,457556A8-B4F2-43D4-AF5A-66F2F17F3D39,"PITEÅ STAD"
10723360,SE/158400033,45770057-24CB-4571-829D-3D170622D5F6,"DALUMS KOMMUN"
10723371,SE/166100003,459CFC76-E8D9-4681-BD18-771F363AD6A5,"GÖTENE KÖPING"
10723383,SE/168600033,45B6F132-150B-4D8B-BDDF-B0A0EEB10B70,"YLLESTADS KOMMUN"
10723395,SE/168600016,45BF1AAA-23B9-44AF-9943-BD8C2BBB2221,"GROLANDA KOMMUN"
10723401,SE/010227200,45C68AC0-7A3E-4823-A2F8-B7E2F9D2B5D5,"ÅDALENS KONTRAKT"
10723413,SE/084000017,45C9D70F-8C48-471D-9DDD-19E990598112,"ALGUTSRUMS KOMMUN"
10723425,SE/228100002,4608BE71-3F7A-489D-99EC-3694EA68F9DE,"ALNÖ KOMMUN"
10723437,SE/200057301,4608DD74-7DC2-4A3C-9298-105D4986EB38,"GRÄNNA RÅDHUSRÄTT"
10723449,SE/058600003,461040A7-011E-46E1-8485-4ABF04A73BCB,"HÖGBY KOMMUN"
10723450,SE/038100012,46287AAF-497A-4C86-AD1E-058084BDC3F1,"KUNGS HUSBY KOMMUN"
10723462,SE/168600051,462DAB4B-C296-422E-A8E5-2F96341EDBDE,"BJURUMS KOMMUN"
10723474,SE/160200011,46422465-56F3-4E56-A45E-0440C3C0636E,"LÄNGNUMS KOMMUN"
10723486,SE/250699000,46508ACA-BF89-43A4-979E-970E787D6137,"BODENS FÖGDERI"
10723498,SE/155200013,46704CAD-18C4-43BE-996B-8DBB06D21A7E,"ÖLSREMMA KOMMUN"
10723504,SE/558000400,467DF4F3-B835-48AE-A6D0-268D4841C2CC,"SANDVIKENS TINGSRÄTT"
10723516,SE/168005300,467F8B1F-AEDE-478E-92D9-442290F550FE,"VÄSTERÅS STAD"
10723528,SE/176500003,4680FB25-7313-4826-ADEA-80BC90D0E1F0,"SILLERUDS KOMMUN"
10723530,SE/128700003,4695C492-0880-4BE9-9A5B-A108E036D4E0,"VÄSTRA TOMMARPS KOMMUN"
10723541,SE/220199002,46B1A0E8-0E73-4542-9A55-F959C4E7101B,"SÖDRA ÅNGERMANLANDS FÖGDERI"
10723553,SE/098000002,46C843D7-847D-4F37-81DE-CF5260D7818E,"BOGE KOMMUN"
10723565,SE/154001300,46C84A99-4315-47FB-B21C-5E3530B31D91,"OLANDS HÄRAD"
10723577,SE/098000095,46CFDBA8-E125-47F6-8BDE-3DCC63D65C79,"GRÖTLINGBO KOMMUN"
10723589,SE/156100008,46D0A313-DC76-4383-892D-F3DE398CB5E9,"GUNNARSNÄS KOMMUN"
10723590,SE/400047301,46D1A32A-A1AF-4C83-8E9B-1FBFA7AE686E,"KRISTINEHAMNS RÅDHUSRÄTT"
10723607,SE/190299001,46D6DF02-8A0B-4226-A60F-269646CBCF0C,"KÖPINGS STAD"
10723619,SE/012500005,46E66C9A-1139-43E0-A608-F025E36717D7,"LOVÖ KOMMUN"
10723620,SE/004081200,4707BFDC-45F4-4942-8CE6-7EBF8E0A2349,"SÖDERTÄLJE KONTRAKT"
10723632,SE/050299000,470FC561-F35F-4C71-AAD9-37A396777ADB,"MJÖLBY FÖGDERI"
10723644,SE/152700014,4712D53D-D331-430A-884A-255D7BB41066,"ALGUTSTORPS KOMMUN"
10723656,SE/252100004,47148CF0-19F5-4885-A0F2-9B9F0A4DE9F7,"KORPILOMBOLO KOMMUN"
10723668,SE/231300008,471AF5EF-CEDA-4E56-9F4C-D2A00BA1950D,"STRÖMS KOMMUN"
10723670,SE/116600003,474AC669-ADAF-41E5-A820-51EB38478D97,"VÄSTRA SÖNNARSLÖVS KOMMUN"
10723681,SE/011400002,476D8852-D260-4AEE-A077-79736572D326,"HAMMARBY KOMMUN"
10723693,SE/156300011,47833C31-6616-420F-B282-68FD21F003A9,"KATTUNGA KOMMUN"
10723700,SE/058401997,47859842-FB95-4CDD-BB4C-E262CE06C6DE,"VADSTENA KRIGSMANSHUSFÖRSAMLING"
10723711,SE/126500018,478C0036-3FA5-4788-81BE-C4549D441766,"ÖVEDS KOMMUN"
10723723,SE/128100008,47A4639B-6E3C-42B2-BB88-C15904A05D13,"STÅNGBY KOMMUN"
10723735,SE/108000003,47AC72F9-439D-4D2A-955D-91549E264207,"ASPÖ HASSLÖ KOMMUN"
10723747,SE/123300008,47C62B82-3DB1-410B-B85C-7969A36B7CDC,"HÅSLÖVS KOMMUN"
10723759,SE/050499007,47CD89AC-FC61-49A9-AE11-3C3043E560AE,"HAMMARKINDS OCH SKÄRKINDS FÖGDERI"
10723760,SE/168200022,47D50A96-6137-441B-ADEE-341120EE84A9,"SKALLMEJA KOMMUN"
10723772,SE/018100007,47E4C640-D65E-45EE-AF85-DBF174931CFD,"ÖVERJÄRNA KOMMUN"
10723784,SE/013276200,47F0B475-FBEE-4525-9853-DDD624E0CDAE,DOMPROSTERIET
10723796,SE/226200003,4810A551-B9AE-45B6-9329-E485856631B6,"HÄSSJÖ KOMMUN"
10723802,SE/005114204,483089C0-7EAB-4CBB-B0B8-7EF567E24D2D,"VÄSTERFÄRNEBO KONTRAKT"
10723814,SE/018800009,483D4472-C98A-4093-A494-0DBBA1298243,"EDSBRO KOMMUN"
10723826,SE/128500008,48433958-DDD8-46E5-B54D-0AE32928EDD1,"ÖRTOFTA KOMMUN"
10723838,SE/178400008,48539F2E-0F28-4778-8A52-1C6C5D59A447,"GUNNARSKOGS LANDSKOMMUN"
10723840,SE/156500014,486C8D1F-839F-4D77-96C4-C2BB6C32BE59,"LYSJÖ LANDSKOMMUN"
10723851,SE/191700003,487F0161-B531-45D2-9571-7E2CBB95B7C8,"HUDDUNGE KOMMUN"
10723863,SE/038000019,4886B01B-9B10-4B54-A312-575FBA7B0B5B,"VÄNGE KOMMUN 1863 1894"
10723875,SE/208371999,4894006F-51C4-44F8-BF6B-0457DA01EF2F,"STJÄRNSUNDS FÖRSAMLING"
10723887,SE/178400009,48956B51-72BF-44DB-B584-7E01115F75B7,"NY KOMMUN"
10723899,SE/167000400,489691D2-AC46-4813-A56A-884BAA96BAB9,"SALA TINGSRÄTT"
10723905,SE/058200004,489C524A-B70D-4F6F-BAF5-F1B7BFEB56DC,"SKÖNBERGA KOMMUN"
10723917,SE/048200014,48AD4AAE-F7B0-4B05-BF83-ABC9AD5E14AD,"FORSSA KOMMUN"
10723929,SE/160899001,48D56EC4-95F9-4BB3-B182-CB2E266E3241,"LÄCKÖ FÖGDERI"
10723930,SE/128600002,48D7D2A4-EB12-4103-9B60-86AEAD7B8FEA,"SKÅRBY KOMMUN"
10723942,SE/148500005,48FD1523-9A4F-4AB3-B429-618D720F9253,"LJUNGSKILE KOMMUN"
10723954,SE/048400020,490B585F-2265-40BE-A388-584169162C56,"VÄSTRA REKARNE KOMMUN"
10723966,SE/168600013,491A98FA-06DD-427B-AFC4-6ABD86D14237,"VILSKE KLEVA KOMMUN"
10723978,SE/240299003,49462BE7-21AE-4359-AE44-4CED50B1C378,"VÄSTERBOTTENS TREDJE FÖGDERI"
10723980,SE/191700009,496C4B49-C688-4D17-ADBF-1B3580C886EF,"HARBO KOMMUN"
10723991,SE/168100004,497F89C1-797F-4966-98D5-422202B48723,"JÄRPÅS KOMMUN"
10724004,SE/056000002,49A61444-02DB-43FD-8907-B6EE9D1B603A,"EKEBY KOMMUN"
10724016,SE/212100001,49ACA8E8-8BF4-4905-AD20-394435A14707,"VOXNA KOMMUN"
10724028,SE/240003300,49E70D41-B528-43FF-A114-3AFFAF772EA7,"GÖSTRINGS HÄRAD"
10724030,SE/076400013,4A0F728A-8358-4298-9097-0B33FDF1E60E,"BLÄDINGE KOMMUN"
10724041,SE/158300005,4A1D77AB-A35E-4360-AB2C-B29949C1A717,"TOARPS LANDSKOMMUN"
10724053,SE/168622999,4A2E0961-C4A0-4F27-A772-A11EA0898CFD,"FLITTORPS FÖRSAMLING"
10724065,SE/156500018,4A467587-16D4-42EF-AF83-276579C8E335,"KINDAHOLMS LANDSKOMMUN"
10724077,SE/140499002,4A5A1FD1-FD43-40B1-A938-9F4B72502B4E,"NORRVIKENS FÖGDERI"
10724089,SE/128700029,4A5A3845-56C1-4B5D-9AE8-08F30D6ABEA7,"KLAGSTORPS KOMMUN"
10724090,SE/228000005,4A64726F-9675-4191-BCEE-DD976AB692C6,"STIGSJÖ KOMMUN"
10724107,SE/300001301,4A6612DD-5408-42E6-BF49-1092CEEF6D40,"ÖSTRA GÖINGE OCH VÄSTRA GÖINGE"
10724119,SE/018800019,4A77E83F-938B-498C-8C47-B3A4A7F893EE,"MALSTA KOMMUN"
10724120,SE/018100010,4A7FD124-0B13-4357-A44A-63328FDF9F02,"TAXINGE KOMMUN"
10724132,SE/196200001,4A8A64CB-37B8-4B16-A736-7FBA82D51B7F,"NORBERGS KÖPING"
10724144,SE/151002300,4A9C3A94-7A4A-4559-B96B-99451A86FF37,"HÅBO HÄRAD"
10724156,SE/002038203,4AAE4933-3C03-4750-A5F6-185AFCC16647,"ASPELANDS KONTRAKT"
10724168,SE/120799004,4AB7017C-5E1B-48D7-AF0D-02CAB17F3DE5,"SJÖBO FÖGDERI"
10724170,SE/4130000001001,4AEDA189-DBEF-4957-9A60-E9A00B60E167,"NORRA HALLANDS BÅTSMANSKOMPANI 13"
10724181,SE/140100004,4B1C7083-771D-4D35-B74B-2C9A17287592,"RÅDA KOMMUN"
10724193,SE/160699000,4B34CA0D-7FD9-46E2-AADA-E07F0C9EAB86,"SKARA FÖGDERI"
10724200,SE/160499000,4B45C82F-3A01-4F93-AA1D-3BE8EDED2638,"TIDAHOLMS FÖGDERI"
10724211,SE/4080000001009,4B522ACB-6797-49AD-98C5-E0A0B0EA830F,"SMÅLANDS HUSARREGEMENTE 08"
10724223,SE/251400002,4B64C02E-5223-4018-8062-21B35B58B30D,"NEDERKALIX KOMMUN"
10724235,SE/050399003,4B7DDFAD-2B74-4002-8FEF-40DF2794A32B,"VADSTENA STAD"
10724247,SE/300000400,4B8037AB-0598-4810-B027-12C2393846BC,"HOVRÄTTEN ÖVER SKÅNE OCH BLEKINGE"
10724259,SE/118000041,4B8D0FC1-35B3-4843-89D5-82CA5C49F028,"OPPMANNA KOMMUN"
10724260,SE/066200015,4B9C82E0-42F6-4913-A597-94675C189552,"GRYTERYDS KOMMUN"
10724272,SE/076300003,4B9E13D2-37F8-497C-8E47-DB564DD2B367,"ALMUNDSRYDS KOMMUN"
